price,delivery_time,number_of_transit_nodes,label
541785.0,7.0,2.0,0
792010.0,25.0,7.0,0
748711.0,24.0,5.0,0
596815.0,23.0,5.0,0
845672.0,52.0,1.0,1
620065.0,17.0,6.0,0
653949.0,27.0,5.0,1
466852.0,18.0,3.0,0
939096.0,34.0,2.0,1
680338.0,29.0,3.0,1
647554.0,15.0,4.0,0
871503.0,34.0,4.0,1
608888.0,23.0,4.0,0
857541.0,15.0,3.0,0
734515.0,25.0,2.0,0
688745.0,15.0,0.0,0
369295.0,33.0,4.0,1
584323.0,34.0,2.0,1
683113.0,12.0,9.0,0
654006.0,28.0,0.0,1
532310.0,32.0,7.0,1
777659.0,17.0,1.0,0
773026.0,14.0,5.0,0
621487.0,24.0,3.0,0
590925.0,34.0,5.0,1
549660.0,42.0,3.0,1
538270.0,18.0,3.0,0
712116.0,22.0,4.0,0
567330.0,19.0,2.0,0
646448.0,38.0,1.0,1
597013.0,15.0,3.0,0
607710.0,24.0,2.0,0
693470.0,29.0,3.0,1
795441.0,35.0,2.0,1
619147.0,16.0,5.0,0
826678.0,18.0,7.0,0
665909.0,20.0,7.0,0
642188.0,22.0,1.0,0
537236.0,35.0,3.0,1
499363.0,33.0,7.0,1
567737.0,2.0,5.0,0
644324.0,4.0,1.0,0
630020.0,26.0,3.0,1
749572.0,25.0,2.0,0
626498.0,28.0,5.0,1
676810.0,24.0,4.0,0
655537.0,28.0,6.0,1
692097.0,49.0,2.0,1
448713.0,8.0,0.0,0
793244.0,33.0,2.0,1
716984.0,20.0,-0.0,0
712760.0,22.0,2.0,0
595330.0,51.0,2.0,1
639917.0,12.0,5.0,0
718777.0,30.0,2.0,1
550768.0,10.0,1.0,0
624607.0,29.0,3.0,1
731461.0,17.0,3.0,0
665749.0,19.0,3.0,0
652235.0,23.0,1.0,0
508177.0,26.0,3.0,1
742650.0,40.0,3.0,1
615414.0,11.0,2.0,0
617440.0,38.0,5.0,1
744866.0,27.0,-0.0,1
537291.0,16.0,5.0,0
745719.0,29.0,4.0,1
700855.0,29.0,-2.0,1
574626.0,27.0,1.0,1
681910.0,23.0,6.0,0
679969.0,28.0,4.0,1
644585.0,26.0,3.0,1
759658.0,39.0,1.0,1
609972.0,21.0,4.0,0
517453.0,28.0,1.0,1
675273.0,15.0,2.0,0
711681.0,20.0,4.0,0
503045.0,23.0,7.0,0
543619.0,19.0,3.0,0
423960.0,21.0,3.0,0
699698.0,18.0,6.0,0
676103.0,38.0,2.0,1
675972.0,27.0,6.0,1
685532.0,33.0,6.0,1
733460.0,20.0,4.0,0
693121.0,21.0,4.0,0
681506.0,4.0,3.0,0
581548.0,28.0,4.0,1
673144.0,11.0,4.0,0
634343.0,27.0,3.0,1
897851.0,23.0,3.0,0
574978.0,21.0,3.0,0
669634.0,19.0,4.0,0
795687.0,25.0,4.0,0
666791.0,36.0,7.0,1
543922.0,28.0,5.0,1
694515.0,25.0,1.0,0
622012.0,21.0,3.0,0
600206.0,26.0,3.0,1
639328.0,30.0,0.0,1
789269.0,22.0,0.0,0
595241.0,28.0,5.0,1
673568.0,28.0,3.0,1
630734.0,21.0,3.0,0
820731.0,35.0,4.0,1
697763.0,30.0,7.0,1
559654.0,9.0,2.0,0
696698.0,24.0,6.0,0
543601.0,34.0,4.0,1
757881.0,46.0,1.0,1
442223.0,6.0,4.0,0
528663.0,28.0,3.0,1
688557.0,26.0,3.0,1
697119.0,28.0,3.0,1
660675.0,21.0,2.0,0
661060.0,36.0,1.0,1
538249.0,16.0,4.0,0
595131.0,36.0,4.0,1
609484.0,29.0,0.0,1
640795.0,9.0,4.0,0
610314.0,44.0,-1.0,1
739489.0,24.0,1.0,0
814440.0,30.0,4.0,1
758516.0,28.0,1.0,1
578395.0,49.0,5.0,1
547450.0,25.0,4.0,0
748404.0,24.0,2.0,0
573971.0,37.0,3.0,1
903688.0,32.0,3.0,1
293801.0,21.0,6.0,0
539158.0,21.0,2.0,0
783487.0,37.0,2.0,1
476707.0,33.0,1.0,1
652784.0,26.0,3.0,1
768946.0,41.0,4.0,1
857048.0,27.0,2.0,1
733298.0,23.0,3.0,0
666711.0,18.0,5.0,0
618969.0,13.0,3.0,0
587430.0,7.0,4.0,0
661416.0,36.0,3.0,1
715403.0,17.0,4.0,0
615773.0,26.0,4.0,1
733404.0,9.0,1.0,0
651817.0,20.0,2.0,0
682093.0,21.0,-2.0,0
740874.0,31.0,2.0,1
665177.0,24.0,0.0,0
810679.0,8.0,5.0,0
655159.0,18.0,3.0,0
743843.0,20.0,3.0,0
517620.0,12.0,5.0,0
473774.0,35.0,3.0,1
606183.0,20.0,1.0,0
754637.0,25.0,2.0,0
483494.0,18.0,2.0,0
615702.0,26.0,6.0,1
605027.0,34.0,-1.0,1
651559.0,15.0,-1.0,0
785147.0,32.0,5.0,1
644925.0,8.0,2.0,0
654537.0,27.0,1.0,1
442648.0,24.0,1.0,0
676053.0,24.0,3.0,0
564225.0,32.0,2.0,1
725124.0,15.0,1.0,0
592353.0,31.0,4.0,1
793015.0,22.0,6.0,0
428806.0,17.0,4.0,0
626369.0,47.0,6.0,1
710181.0,2.0,4.0,0
734444.0,40.0,5.0,1
480245.0,29.0,2.0,1
583994.0,36.0,2.0,1
579561.0,30.0,3.0,1
626178.0,39.0,3.0,1
687931.0,9.0,1.0,0
674906.0,29.0,4.0,1
641301.0,-1.0,1.0,0
694253.0,37.0,-1.0,1
473595.0,2.0,4.0,0
633449.0,35.0,1.0,1
764596.0,20.0,0.0,0
607095.0,28.0,6.0,1
788384.0,15.0,6.0,0
647403.0,36.0,7.0,1
715466.0,46.0,5.0,1
720502.0,29.0,6.0,1
582300.0,26.0,-1.0,1
577891.0,21.0,1.0,0
522438.0,36.0,2.0,1
589956.0,23.0,2.0,0
645847.0,34.0,6.0,1
695142.0,24.0,1.0,0
777692.0,39.0,1.0,1
531829.0,10.0,2.0,0
889247.0,34.0,2.0,1
702766.0,38.0,2.0,1
797388.0,29.0,2.0,1
590513.0,19.0,2.0,0
708895.0,24.0,5.0,0
683545.0,9.0,-1.0,0
704822.0,44.0,5.0,1
726243.0,30.0,-1.0,1
601014.0,28.0,3.0,1
757056.0,26.0,5.0,1
501790.0,34.0,2.0,1
542695.0,8.0,5.0,0
725389.0,19.0,4.0,0
704437.0,28.0,4.0,1
458812.0,37.0,2.0,1
664695.0,8.0,3.0,0
725111.0,20.0,3.0,0
674528.0,16.0,-0.0,0
597024.0,32.0,1.0,1
902516.0,24.0,1.0,0
472896.0,34.0,1.0,1
601671.0,28.0,2.0,1
642108.0,8.0,4.0,0
420808.0,29.0,4.0,1
596202.0,12.0,4.0,0
677337.0,54.0,2.0,1
647943.0,13.0,3.0,0
492659.0,24.0,1.0,0
865706.0,33.0,4.0,1
669271.0,22.0,2.0,0
778868.0,31.0,1.0,1
620924.0,8.0,3.0,0
532494.0,22.0,1.0,0
798977.0,8.0,3.0,0
659376.0,38.0,2.0,1
559588.0,40.0,3.0,1
460193.0,22.0,6.0,0
562748.0,23.0,5.0,0
562219.0,7.0,4.0,0
600659.0,14.0,3.0,0
622512.0,31.0,5.0,1
675742.0,26.0,3.0,1
493237.0,16.0,5.0,0
666603.0,18.0,6.0,0
657685.0,28.0,3.0,1
529930.0,4.0,3.0,0
646315.0,25.0,-0.0,0
651886.0,15.0,-2.0,0
670562.0,30.0,4.0,1
544986.0,23.0,3.0,0
689471.0,26.0,4.0,1
608989.0,37.0,-0.0,1
592959.0,29.0,1.0,1
494046.0,28.0,6.0,1
651048.0,38.0,2.0,1
564187.0,34.0,1.0,1
706091.0,19.0,7.0,0
714838.0,21.0,2.0,0
711695.0,18.0,5.0,0
498945.0,35.0,4.0,1
632458.0,37.0,1.0,1
674204.0,7.0,4.0,0
577799.0,36.0,7.0,1
755635.0,26.0,2.0,1
632616.0,42.0,4.0,1
663116.0,40.0,1.0,1
659575.0,26.0,2.0,1
658716.0,12.0,5.0,0
519407.0,13.0,-1.0,0
754704.0,25.0,6.0,0
621026.0,18.0,2.0,0
542854.0,24.0,2.0,0
756538.0,17.0,3.0,0
810859.0,22.0,5.0,0
563627.0,16.0,2.0,0
721330.0,21.0,3.0,0
786821.0,8.0,3.0,0
582086.0,43.0,3.0,1
712393.0,26.0,5.0,1
495838.0,31.0,6.0,1
710434.0,19.0,1.0,0
734008.0,22.0,3.0,0
611344.0,22.0,0.0,0
853277.0,24.0,3.0,0
801943.0,14.0,4.0,0
604021.0,21.0,2.0,0
667321.0,21.0,1.0,0
638707.0,2.0,4.0,0
765695.0,22.0,5.0,0
565095.0,22.0,3.0,0
729029.0,12.0,5.0,0
664546.0,33.0,3.0,1
576904.0,25.0,1.0,0
695677.0,21.0,1.0,0
689815.0,27.0,1.0,1
699418.0,38.0,3.0,1
610937.0,44.0,4.0,1
678165.0,37.0,2.0,1
815638.0,30.0,4.0,1
397618.0,31.0,4.0,1
586054.0,16.0,5.0,0
641276.0,15.0,4.0,0
522547.0,20.0,3.0,0
712615.0,6.0,3.0,0
659781.0,30.0,4.0,1
731273.0,22.0,2.0,0
726554.0,35.0,3.0,1
483226.0,24.0,1.0,0
650179.0,50.0,5.0,1
557263.0,21.0,3.0,0
688320.0,42.0,4.0,1
769222.0,13.0,3.0,0
618049.0,20.0,6.0,0
621849.0,33.0,3.0,1
832334.0,26.0,6.0,1
645649.0,24.0,1.0,0
721315.0,27.0,3.0,1
445747.0,22.0,8.0,0
623435.0,39.0,2.0,1
579750.0,35.0,4.0,1
791354.0,20.0,4.0,0
593138.0,17.0,5.0,0
556638.0,24.0,1.0,0
701035.0,26.0,7.0,1
578142.0,26.0,-3.0,1
576697.0,29.0,2.0,1
525204.0,49.0,2.0,1
657093.0,42.0,2.0,1
669908.0,28.0,3.0,1
509025.0,13.0,3.0,0
648709.0,21.0,1.0,0
681023.0,18.0,4.0,0
647983.0,27.0,3.0,1
827734.0,24.0,5.0,0
776071.0,5.0,-1.0,0
378319.0,20.0,5.0,0
641031.0,40.0,3.0,1
629700.0,17.0,3.0,0
614480.0,27.0,-0.0,1
590070.0,27.0,7.0,1
745589.0,26.0,4.0,1
636544.0,14.0,3.0,0
634369.0,19.0,3.0,0
685975.0,17.0,3.0,0
667947.0,15.0,0.0,0
525003.0,21.0,1.0,0
662351.0,18.0,4.0,0
735789.0,31.0,4.0,1
432875.0,36.0,3.0,1
515736.0,27.0,1.0,1
458881.0,29.0,6.0,1
701102.0,11.0,4.0,0
737647.0,52.0,1.0,1
801662.0,22.0,6.0,0
633788.0,20.0,2.0,0
692965.0,25.0,5.0,0
621783.0,17.0,6.0,0
713464.0,31.0,-1.0,1
550615.0,31.0,4.0,1
577803.0,18.0,4.0,0
685434.0,31.0,3.0,1
670128.0,24.0,6.0,0
494011.0,38.0,4.0,1
583873.0,43.0,4.0,1
584027.0,21.0,4.0,0
654676.0,21.0,1.0,0
544561.0,18.0,4.0,0
687332.0,21.0,6.0,0
466202.0,16.0,3.0,0
673201.0,10.0,2.0,0
772504.0,15.0,5.0,0
683357.0,25.0,7.0,0
649963.0,23.0,4.0,0
577325.0,35.0,-1.0,1
784489.0,43.0,5.0,1
482625.0,49.0,3.0,1
914661.0,37.0,3.0,1
369105.0,16.0,4.0,0
714689.0,18.0,3.0,0
548093.0,36.0,5.0,1
672876.0,41.0,3.0,1
618820.0,16.0,5.0,0
514268.0,30.0,4.0,1
634315.0,26.0,1.0,1
909655.0,34.0,4.0,1
546386.0,5.0,-0.0,0
735470.0,21.0,3.0,0
545063.0,37.0,1.0,1
641112.0,5.0,4.0,0
830632.0,21.0,5.0,0
687388.0,12.0,3.0,0
826491.0,10.0,2.0,0
645423.0,28.0,0.0,1
741994.0,19.0,1.0,0
697400.0,41.0,3.0,1
448838.0,25.0,7.0,0
670034.0,27.0,3.0,1
590583.0,30.0,5.0,1
824852.0,21.0,1.0,0
592106.0,25.0,1.0,0
688718.0,35.0,3.0,1
628522.0,21.0,3.0,0
674806.0,29.0,4.0,1
703489.0,29.0,5.0,1
706946.0,33.0,6.0,1
703549.0,25.0,3.0,0
600518.0,16.0,-2.0,0
574250.0,11.0,1.0,0
797081.0,15.0,4.0,0
846848.0,9.0,4.0,0
682296.0,35.0,1.0,1
771373.0,14.0,5.0,0
753419.0,39.0,5.0,1
576203.0,4.0,5.0,0
614826.0,23.0,4.0,0
623931.0,25.0,4.0,0
605925.0,9.0,3.0,0
768012.0,18.0,5.0,0
534961.0,4.0,3.0,0
593847.0,16.0,1.0,0
578495.0,26.0,2.0,1
763864.0,36.0,0.0,1
530916.0,23.0,-1.0,0
624623.0,18.0,3.0,0
834115.0,33.0,2.0,1
568367.0,14.0,1.0,0
720868.0,36.0,6.0,1
594161.0,33.0,2.0,1
638041.0,37.0,3.0,1
749080.0,26.0,0.0,1
634396.0,24.0,5.0,0
809824.0,19.0,-0.0,0
716923.0,23.0,3.0,0
582235.0,27.0,1.0,1
662733.0,14.0,3.0,0
823515.0,22.0,2.0,0
571300.0,10.0,3.0,0
608981.0,20.0,1.0,0
571145.0,12.0,1.0,0
774899.0,16.0,6.0,0
599639.0,20.0,-1.0,0
729505.0,28.0,3.0,1
643388.0,8.0,2.0,0
718105.0,40.0,3.0,1
755946.0,3.0,-0.0,0
795891.0,23.0,2.0,0
408823.0,28.0,5.0,1
660980.0,38.0,2.0,1
601699.0,25.0,6.0,0
656200.0,22.0,4.0,0
641726.0,30.0,2.0,1
546732.0,27.0,4.0,1
611424.0,34.0,3.0,1
661181.0,27.0,3.0,1
479551.0,28.0,3.0,1
447218.0,31.0,2.0,1
602215.0,33.0,4.0,1
929858.0,40.0,4.0,1
604187.0,34.0,3.0,1
627925.0,36.0,3.0,1
638030.0,20.0,4.0,0
510356.0,45.0,6.0,1
637586.0,22.0,6.0,0
545325.0,31.0,1.0,1
718242.0,37.0,3.0,1
666210.0,31.0,6.0,1
421900.0,18.0,2.0,0
635305.0,33.0,3.0,1
702514.0,38.0,4.0,1
498223.0,29.0,2.0,1
664348.0,34.0,0.0,1
684460.0,41.0,1.0,1
577605.0,34.0,5.0,1
800400.0,9.0,2.0,0
547609.0,14.0,3.0,0
629985.0,28.0,2.0,1
727850.0,16.0,6.0,0
596464.0,29.0,0.0,1
655617.0,24.0,2.0,0
702440.0,31.0,4.0,1
478562.0,30.0,4.0,1
708928.0,33.0,-1.0,1
525506.0,23.0,2.0,0
534729.0,31.0,2.0,1
656904.0,34.0,4.0,1
676856.0,3.0,-2.0,0
476812.0,23.0,3.0,0
618893.0,33.0,2.0,1
523047.0,33.0,3.0,1
478425.0,28.0,5.0,1
591975.0,32.0,4.0,1
514444.0,49.0,7.0,1
568605.0,30.0,-1.0,1
631587.0,28.0,5.0,1
607349.0,7.0,1.0,0
582857.0,23.0,4.0,0
558704.0,30.0,5.0,1
571646.0,20.0,5.0,0
495785.0,31.0,7.0,1
653817.0,24.0,4.0,0
594721.0,24.0,-1.0,0
574648.0,29.0,3.0,1
707358.0,11.0,3.0,0
633302.0,31.0,4.0,1
551999.0,27.0,-2.0,1
605562.0,31.0,1.0,1
627451.0,34.0,1.0,1
797720.0,43.0,4.0,1
794854.0,38.0,5.0,1
577114.0,36.0,2.0,1
530048.0,37.0,5.0,1
626973.0,20.0,2.0,0
621384.0,20.0,2.0,0
650471.0,31.0,4.0,1
754820.0,19.0,7.0,0
701868.0,7.0,3.0,0
754497.0,17.0,4.0,0
518673.0,24.0,3.0,0
785786.0,16.0,1.0,0
794795.0,42.0,2.0,1
576865.0,24.0,1.0,0
561288.0,28.0,0.0,1
735218.0,18.0,4.0,0
776030.0,16.0,2.0,0
546393.0,15.0,3.0,0
648460.0,23.0,4.0,0
563215.0,20.0,1.0,0
707586.0,35.0,2.0,1
675493.0,48.0,3.0,1
672666.0,11.0,-2.0,0
756099.0,24.0,4.0,0
675148.0,6.0,3.0,0
652800.0,35.0,2.0,1
813425.0,33.0,4.0,1
757384.0,26.0,3.0,1
588739.0,10.0,4.0,0
452091.0,18.0,5.0,0
564768.0,32.0,1.0,1
646747.0,20.0,5.0,0
728869.0,26.0,5.0,1
622924.0,28.0,1.0,1
678293.0,44.0,-0.0,1
439788.0,16.0,2.0,0
729947.0,14.0,4.0,0
601760.0,8.0,4.0,0
657765.0,18.0,1.0,0
855074.0,27.0,6.0,1
741147.0,21.0,4.0,0
784685.0,34.0,3.0,1
614556.0,22.0,2.0,0
610967.0,42.0,5.0,1
584964.0,10.0,4.0,0
624396.0,28.0,3.0,1
805057.0,5.0,2.0,0
662652.0,13.0,-1.0,0
445058.0,36.0,1.0,1
587126.0,17.0,3.0,0
635523.0,31.0,4.0,1
624128.0,57.0,5.0,1
421991.0,21.0,0.0,0
708788.0,11.0,3.0,0
757910.0,33.0,1.0,1
537652.0,14.0,-1.0,0
604167.0,32.0,6.0,1
519070.0,29.0,2.0,1
551305.0,37.0,1.0,1
565242.0,44.0,5.0,1
721665.0,33.0,1.0,1
481742.0,19.0,2.0,0
719750.0,19.0,2.0,0
635102.0,30.0,3.0,1
638488.0,10.0,2.0,0
782234.0,19.0,6.0,0
846715.0,17.0,6.0,0
793090.0,18.0,6.0,0
722675.0,12.0,5.0,0
582612.0,20.0,3.0,0
657434.0,46.0,6.0,1
548941.0,27.0,1.0,1
843473.0,31.0,3.0,1
623249.0,11.0,3.0,0
620985.0,39.0,6.0,1
621248.0,37.0,2.0,1
544192.0,16.0,4.0,0
678448.0,23.0,4.0,0
798621.0,22.0,1.0,0
647891.0,12.0,0.0,0
723346.0,27.0,2.0,1
505906.0,29.0,6.0,1
686074.0,29.0,2.0,1
386217.0,17.0,-2.0,0
492950.0,33.0,2.0,1
834185.0,25.0,4.0,0
802847.0,21.0,3.0,0
630205.0,19.0,3.0,0
517470.0,20.0,4.0,0
642012.0,24.0,1.0,0
537276.0,17.0,3.0,0
781939.0,31.0,3.0,1
657647.0,9.0,5.0,0
684579.0,19.0,2.0,0
601297.0,15.0,3.0,0
455122.0,46.0,3.0,1
625273.0,22.0,6.0,0
604204.0,37.0,4.0,1
747455.0,41.0,3.0,1
585300.0,29.0,1.0,1
782922.0,24.0,2.0,0
700084.0,9.0,1.0,0
686633.0,29.0,5.0,1
630670.0,33.0,3.0,1
662861.0,22.0,1.0,0
700764.0,13.0,5.0,0
561202.0,44.0,0.0,1
711192.0,32.0,5.0,1
717656.0,20.0,2.0,0
625980.0,37.0,2.0,1
513956.0,11.0,2.0,0
661235.0,43.0,3.0,1
639181.0,45.0,3.0,1
521397.0,16.0,4.0,0
645287.0,27.0,6.0,1
718938.0,31.0,2.0,1
656323.0,7.0,2.0,0
777762.0,31.0,5.0,1
545458.0,34.0,2.0,1
612689.0,23.0,3.0,0
678837.0,20.0,3.0,0
657273.0,28.0,5.0,1
648558.0,11.0,5.0,0
713306.0,32.0,4.0,1
717434.0,35.0,4.0,1
362841.0,56.0,1.0,1
740939.0,14.0,-1.0,0
715145.0,27.0,2.0,1
597168.0,22.0,6.0,0
667771.0,40.0,3.0,1
672355.0,22.0,4.0,0
575610.0,32.0,3.0,1
557180.0,3.0,-0.0,0
622192.0,21.0,3.0,0
705756.0,29.0,-1.0,1
601626.0,22.0,1.0,0
594069.0,26.0,3.0,1
656404.0,20.0,4.0,0
625866.0,33.0,1.0,1
532924.0,28.0,6.0,1
564772.0,26.0,4.0,1
795049.0,36.0,6.0,1
640796.0,30.0,5.0,1
746220.0,32.0,1.0,1
678303.0,28.0,4.0,1
699841.0,29.0,5.0,1
628360.0,29.0,1.0,1
383841.0,17.0,3.0,0
543420.0,27.0,2.0,1
414594.0,27.0,2.0,1
773221.0,32.0,3.0,1
555525.0,24.0,1.0,0
717987.0,5.0,3.0,0
701320.0,19.0,3.0,0
604050.0,34.0,4.0,1
703710.0,31.0,5.0,1
694243.0,34.0,6.0,1
580149.0,27.0,0.0,1
582943.0,22.0,4.0,0
775392.0,25.0,3.0,0
569467.0,23.0,1.0,0
517428.0,30.0,2.0,1
608890.0,17.0,5.0,0
661526.0,16.0,8.0,0
789652.0,18.0,3.0,0
540963.0,35.0,3.0,1
635932.0,29.0,5.0,1
547027.0,20.0,4.0,0
767673.0,22.0,2.0,0
696369.0,36.0,9.0,1
629744.0,38.0,1.0,1
602015.0,27.0,2.0,1
513663.0,32.0,3.0,1
790265.0,40.0,4.0,1
736157.0,13.0,2.0,0
574628.0,13.0,3.0,0
698029.0,20.0,4.0,0
541356.0,20.0,-0.0,0
694683.0,30.0,4.0,1
650294.0,29.0,4.0,1
597076.0,10.0,1.0,0
623027.0,13.0,3.0,0
596190.0,26.0,1.0,1
518563.0,33.0,1.0,1
498914.0,20.0,1.0,0
673890.0,21.0,3.0,0
588948.0,35.0,5.0,1
490744.0,12.0,2.0,0
652030.0,51.0,4.0,1
605216.0,23.0,1.0,0
831001.0,31.0,-1.0,1
791491.0,22.0,2.0,0
472515.0,41.0,2.0,1
666032.0,10.0,3.0,0
700445.0,29.0,4.0,1
719300.0,20.0,3.0,0
507910.0,26.0,3.0,1
568427.0,33.0,6.0,1
639478.0,35.0,2.0,1
808514.0,23.0,5.0,0
528878.0,23.0,6.0,0
527659.0,24.0,6.0,0
713856.0,36.0,4.0,1
588578.0,33.0,0.0,1
629128.0,20.0,3.0,0
660605.0,26.0,1.0,1
822769.0,35.0,6.0,1
701640.0,27.0,4.0,1
627224.0,22.0,6.0,0
656442.0,23.0,1.0,0
783106.0,16.0,7.0,0
548066.0,24.0,2.0,0
676597.0,24.0,3.0,0
638562.0,24.0,3.0,0
690280.0,19.0,2.0,0
635140.0,17.0,1.0,0
575531.0,12.0,1.0,0
897707.0,22.0,4.0,0
870798.0,28.0,7.0,1
